unique_id,state,district,disease,cases,deaths,start_date,report_date,status,comments,hospital_count,Number of Households surveyed,Number of Women age 15-49 years interviewed,Number of Men age 15-54 years interviewed,Female population age 6 years and above who ever attended school (%),Population below age 15 years (%)," Sex ratio of the total population (females per 1,000 males)","Sex ratio at birth for children born in the last five years (females per 1,000 males)",Children under age 5 years whose birth was registered with the civil authority (%),Deaths in the last 3 years registered with the civil authority (%),Population living in households with electricity (%),Population living in households with an improved drinking-water source1 (%),Population living in households that use an improved sanitation facility2 (%),Households using clean fuel for cooking3 (%),Households using iodized salt (%),Households with any usual member covered under a health insurance/financing scheme (%),Children age 5 years who attended pre-primary school during the school year 2019-20 (%),Women (age 15-49) who are literate4 (%),Women (age 15-49)  with 10 or more years of schooling (%),Women age 20-24 years married before age 18 years (%),Births in the 5 years preceding the survey that are third or higher order (%),Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),Women age 15-24 years who use hygienic methods of protection during their menstrual period5 (%),Current Use of Family Planning Methods (Currently Married Women Age 15-49  years) - Any method6 (%),Current Use of Family Planning Methods (Currently Married Women Age 15-49  years) - Any modern method6 (%),Current Use of Family Planning Methods (Currently Married Women Age 15-49  years) - Female sterilization (%),Current Use of Family Planning Methods (Currently Married Women Age 15-49  years) - Male sterilization (%),Current Use of Family Planning Methods (Currently Married Women Age 15-49  years) - IUD/PPIUD (%),Current Use of Family Planning Methods (Currently Married Women Age 15-49  years) - Pill (%),Current Use of Family Planning Methods (Currently Married Women Age 15-49  years) - Condom (%),Current Use of Family Planning Methods (Currently Married Women Age 15-49  years) - Injectables (%),Total Unmet need for Family Planning (Currently Married Women Age 15-49  years)7 (%),Unmet need for spacing (Currently Married Women Age 15-49  years)7 (%),Health worker ever talked to female non-users about family planning (%),Current users ever told about side effects of current method of family planning8 (%),Mothers who had an antenatal check-up in the first trimester  (for last birth in the 5 years before the survey) (%),Mothers who had at least 4 antenatal care visits  (for last birth in the 5 years before the survey) (%),Mothers whose last birth was protected against neonatal tetanus (for last birth in the 5 years before the survey)9 (%),Mothers who consumed iron folic acid for 100 days or more when they were pregnant (for last birth in the 5 years before the survey) (%),Mothers who consumed iron folic acid for 180 days or more when they were pregnant (for last birth in the 5 years before the survey} (%),Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (for last birth in the 5 years before the survey) (%),Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (for last birth in the 5 years before the survey) (%),Average out-of-pocket expenditure per delivery in a public health facility (for last birth in the 5 years before the survey) (Rs.),Children born at home who were taken to a health facility for a check-up within 24 hours of birth (for last birth in the 5 years before the survey} (%),Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/ other health personnel within 2 days of delivery (for last birth in the 5 years before the survey) (%),Institutional births (in the 5 years before the survey) (%),Institutional births in public facility (in the 5 years before the survey) (%),Home births that were conducted by skilled health personnel  (in the 5 years before the survey)10 (%),Births attended by skilled health personnel (in the 5 years before the survey)10 (%),Births delivered by caesarean section (in the 5 years before the survey) (%),Births in a private health facility that were delivered by caesarean section (in the 5 years before the survey) (%),Births in a public health facility that were delivered by caesarean section (in the 5 years before the survey) (%),Children age 12-23 months fully vaccinated based on information from either vaccination card or mother's recall11 (%),Children age 12-23 months fully vaccinated based on information from vaccination card only12 (%),Children age 12-23 months who have received BCG (%),Children age 12-23 months who have received 3 doses of polio vaccine13 (%),Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),Children age 12-23 months who have received 3 doses of rotavirus vaccine14 (%),Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),Children age 9-35 months who received a vitamin A dose in the last 6 months (%),Children age 12-23 months who received most of their vaccinations in a public health facility (%),Children age 12-23 months who received most of their vaccinations in a private health facility (%),Prevalence of diarrhoea in the 2 weeks preceding the survey (Children under age 5 years) (%) ,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (Children under age 5 years) (%) ,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (Children under age 5 years) (%) ,Children swith diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (Children under age 5 years) (%) ,Children Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (Children under age 5 years) (%) ,Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (Children under age 5 years) (%)  ,Children under age 3 years breastfed within one hour of birth15 (%),Children under age 6 months exclusively breastfed16 (%),Children age 6-8 months receiving solid or semi-solid food and breastmilk16 (%),"Breastfeeding children age 6-23 months receiving an adequate diet16, 17  (%)","Non-breastfeeding children age 6-23 months receiving an adequate diet16, 17 (%)","Total children age 6-23 months receiving an adequate diet16, 17  (%)",Children under 5 years who are stunted (height-for-age)18 (%),Children under 5 years who are wasted (weight-for-height)18 (%),Children under 5 years who are severely wasted (weight-for-height)19 (%),Children under 5 years who are underweight (weight-for-age)18 (%),Children under 5 years who are overweight (weight-for-height)20 (%),Women (age 15-49 years) whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2)21 (%),Women (age 15-49 years) who are overweight or obese (BMI ≥25.0 kg/m2)21 (%),Women (age 15-49 years) who have high risk waist-to-hip ratio (≥0.85) (%),Children age 6-59 months who are anaemic (<11.0 g/dl)22 (%),Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl)22 (%),Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%),All women age 15-49 years who are anaemic22 (%),All women age 15-19 years who are anaemic22 (%) ,Women  age 15 years and above with high (141-160 mg/dl) Blood sugar level23 (%),Women age 15 years and above wih very high (>160 mg/dl) Blood sugar level23 (%),Women age 15 years and above wih high or very high (>140 mg/dl) Blood sugar level or taking medicine to control blood sugar level23 (%),Men age 15 years and above wih high (141-160 mg/dl) Blood sugar level23 (%),Men (age 15 years and above wih  very high (>160 mg/dl) Blood sugar level23 (%),Men age 15 years and above wih high or very high (>140 mg/dl) Blood sugar level  or taking medicine to control blood sugar level23 (%),Women age 15 years and above wih Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Women age 15 years and above wih Moderately or severely elevated blood pressure (Systolic ≥160 mm of Hg and/or Diastolic ≥100 mm of Hg) (%),Women age 15 years and above wih Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),Men age 15 years and above wih Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Men age 15 years and above wih Moderately or severely elevated blood pressure (Systolic ≥160 mm of Hg and/or Diastolic ≥100 mm of Hg) (%),Men age 15 years and above wih Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),Women (age 30-49 years) Ever undergone a screening test for cervical cancer (%),Women (age 30-49 years) Ever undergone a breast examination for breast cancer (%),Women (age 30-49 years) Ever undergone an oral cavity examination for oral cancer (%),Women age 15 years and above who use any kind of tobacco (%),Men age 15 years and above who use any kind of tobacco (%),Women age 15 years and above who consume alcohol (%),Men age 15 years and above who consume alcohol (%),country,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg,S. No.,PHCs - Rural,PHCs - Urban,PHCs - Total,CHCs - Rural,CHCs - Urban,CHCs - Total
KL/ERN/2026/01/11,Kerala,Ernakulam,Acute Gastroenterit is,19.0,0.0,2025-12-31,2025-12-31,Under  Surveillance,"Cases  were  reported  from  Village:  Maneed, Sub-District: Muvattupuzha,  District:  Ernakulam.  District  RRT  investigated the outbreak. Cases were  students  of  Government  High School  Maneed  who  participated  in  the  National  Service  Scheme  camp  organized  at  the  school  premises.  Cases  developed  symptoms  of  vomiting, abdominal pain and nausea  after  consuming  food  served  at  the  camp  site.    All  cases  were  treated  at  THQH Piravom.  All the cases were 16  years  of  age.  Well  was  the  source  of  drinking  water.  Super  chlorination  of  the  well  was  done.      Community  awareness and health education given  by  the  peripheral  team  on  safe  food  habits and drinking water, hygiene and  sanitation.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KL/ERN/2026/01/12,Kerala,Ernakulam,Acute Gastroenterit is,28.0,3.0,2025-12-30,2025-12-31,Under  Surveillance,"Cases  of  loose  motion,  vomiting  and  abdominal  pain  were  reported  from  Love  Home  (Women  Rehabilitation  Center),  Village  Kadavoor,  Sub- District  Kothamangalam,  District  Ernakulam. District RRT investigated  the  outbreak.  House  to  house  survey  was done. Cases were treated at FHC  Kadavoor.  The  district  health  team  instructed the institution authorities to  dispose of old food items (3 packs of  Beef curry and 1 box of cake) stored in  the  refrigerator.  The  affected  age",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KL/PAL/2026/01/13,Kerala,Palakkad,Acute Gastroenterit is,11.0,0.0,2025-12-30,2026-01-02,Under  Surveillance,"Cases of vomiting, diarrhea, headache  were reported from Village Shornur I  &  Shornur  II,  Chelakkara  (CT),  Desamangalam  (CT),  Sub-District  Ottappalam,  District  Palakkad.  District  RRT  investigated  the  outbreak.  Cases  were  students  who  participated  in  NSS  camp  at  SMUPS  Paruthipra,  Shornur  on  29.12.  2025.  Cases  consumed  food  supplied  by  a  private caterer. All cases were treated  at  CHC  Shornur.    The  affected  age  group  was  15-17  years.  The  water  source at the camp was an open well.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KL/THR/2026/01/14,Kerala,Thrissur,Suspected Food Poisoning,44.0,0.0,2026-01-01,2026-01-01,Under  Surveillance,"Cases  of  loose  motion  and  vomiting  were  reported  from    Ward  17,  SN  Road,  Vadakkumthara,  Village  Chazhoor,  Sub-District/District  Thrissur.  District  RRT  investigated  the  outbreak.  House  to  house  survey  was done. About 60 people attended a  new  year  celebration  event.  Food  items served during the event included  porotta,  chapathi,  and  chicken  curry.  After  food  consumption,  44  individuals  developed  symptoms  4-5  hours  after  consuming  food.   Symptomatic treatment and ORS was  given  to  cases.  All  cases  recovered.  The  affected  age  group  was  5-76  years.  Community  awareness  and  health  education  given  by  the  peripheral  team  on  safe  food  habits  and  drinking  water,  hygiene  and  sanitation.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KL/THR/2026/01/15,Kerala,Thrissur,Dengue,19.0,0.0,2026-01-01,2026-01-01,Under  Surveillance,"Cases  of  fever  with  myalgia  and  fatigue  were  reported  from  Village  Pudukkad  (Ward  2),  Sub-District  Mukundapuram,  District  Thrissur.     District  RRT  investigated  the  outbreak. House to house fever survey  was  done.  Cases  were  treated  at  TH  Pudukad.  Out  of  19  serum  samples  collected, 5 samples tested positive for  Dengue  (NS1  Ag  ELISA).  The",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP/IND/2026/01/16,Madhya Pradesh,Indore,Acute Diarrhoeal Disease,227.0,0.0,2025-12-29,2025-12-29,Under  Surveillance,"Cases  of  loose  motion  and  vomiting  were  reported  from  Bhagirathpura  area,  UPHC  Bhagirathpura  (ZONE- N),  Sub-District/District  Indore.  District  RRT  investigated  the  outbreak. House to house survey was  done. A coordination was established  with the local administration, PHE and  Nagar Nigam Department. A medical  camp  was  established  in  the  affected  area.  Cases  were  given  symptomatic  treatment.  Distribution  of  ORS,  Zinc  tablets and Chlorine tablets was done  within  the  community.  ASHA  &  ANM  were  Informed  to  maintain  a  proper line list of all the affected cases.  Cases of all age groups were affected.  A total of 92 stool samples were tested  at  MGM  Microbiology  Lab,  DPHL  Indore  and  NIRBI,  Kolkata  from",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP/RAJ/2026/01/17,Madhya Pradesh,Rajgarh,Acute Gastroenterit is,13.0,0.0,2025-12-30,2025-12-30,Under  Surveillance,"Cases  of  nausea,  vomiting  and  abdominal  pain  were  reported  from  Village  Negadiya,  Sub-District  Khilchipur, District Rajgarh.  District  RRT investigated the outbreak. People  consumed  food  at  a  religious  gathering. Cases were treated at PHC  Somwariya.  The  affected  age  group  was  6-25  years.    No  sample  was  collected.  Community  awareness  and  health  education  given  by  the  peripheral  team  on  safe  food  habits  and  drinking  water,  hygiene  and  sanitation.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP/UJJ/2026/01/18,Madhya Pradesh,Ujjain,Fever,11.0,0.0,2025-12-29,2026-01-01,Under  Surveillance,"Cases  of  fever  with  joint  pain  were  reported  from  Village  Naraynkhedi,  Sub-District  Mahidpur,  District  Ujjain.  PHC  Mahidpurroad.  Block  RRT investigated the outbreak. House  to house fever survey was done. Cases  were  treated  at  a  health  camp  established in the locality. Cases were  in the age group 31-75 years. Out of 11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MH/JAL/2026/01/19,Maharasht ra,Jalgaon,Suspected Food Poisoning,173.0,0.0,2025-12-31,2025-12-31,Under  Surveillance,"Cases  of  loose  motion,  vomiting  and  abdominal  pain  were  reported  from  ZTS  Bhusawal,  Sub-District  Bhusawal,  District  Jalgaon.  District  RRT investigated the outbreak. Cases  were  railway  employees  who  developed symptoms after eating food  during training. Cases were treated at  health  facilities.  All  cases  recovered.  The  affected  age  group  was  23-58  years.    Community  awareness  and  health  education  given  by  the  peripheral  team  on  safe  food  habits,  hygiene and sanitation.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MH/PAR/2026/01/20,Maharasht ra,Parbhani,Measles,6.0,0.0,2025-12-31,2026-01-02,Under  Surveillance,"Cases of fever with rash were reported  from  Sarda  colony,  Sub-District  Gangakhed, District Parbhani. District  RRT investigated the outbreak. Active  search for fever cases was done. Cases  were  treated  at  SDH  Gangakhed.  Cases were in the age group 3-7 years.  Out of 6 serum samples collected and  sent  to  Haffkine  Institute  Mumbai,  3  samples  tested  positive  for  Measles  (IgM  ELISA).    Vitamin  A  solution  was  given  to  cases.  Community",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OR/KAL/2026/01/21,Odisha,Kalahandi,Suspected Food Poisoning,16.0,0.0,2025-12-31,2025-12-31,Under  Control,"Cases  of  loose  motion,  vomiting  and  abdominal  pain  were  reported  from  Village  Belkhandi,  Sub-District  Kesinga,  District  Kalahandi.  District  RRT investigated the outbreak. Cases  fell  ill  after  eating  food  (rice,  dal,  chicken & dahi baigan). Symptomatic  treatment  was  given  to  cases.  4  patients were treated at CHC Kesinga.  4  rectal  swabs  were  collected  and  tested negative for cholera by culture.  The  affected  age  group  was  6-64  years.  Community  awareness  and  health  education  given  by  the  peripheral  team  on  safe  food  habits,  hygiene and sanitation.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OR/KEN/2026/01/22,Odisha,Kendrapara,Suspected Food Poisoning,17.0,0.0,2026-01-02,2026-01-02,Under  Surveillance,"Cases  of  loose  motion,  vomiting  and  abdominal  pain  were  reported  from  Village  Badapal,  Sub-District  Rajnagar,  District  Kendrapara.  District  RRT  investigated  the  outbreak.  Cases  fell  ill  after  consuming  food  at    a  community  gathering. Cases were treated at CHC  Rajnagar.  1  rectal  swab  sample  collected  and  sent  to  IPHL  Kendrapara, showed growth of normal  gut  flora.  1  water  sample  collected,  was  potable.  Community  awareness  and  health  education  given  by  the  peripheral  team  on  safe  food  habits,  hygiene and sanitation.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OR/KHO/2026/01/23,Odisha,Khordha,Hepatitis A,63.0,0.0,2026-01-04,2026-01-04,Under  Surveillance,"Cases  of  fever  with  yellowish  discoloration  of  sclera  were  reported  from  JNV  Gurujanga,  UPHC  Mukundaprasad,  Sub-District/District  Khordha.    District  RRT  investigated  the  outbreak.  Cases  were  treated  at  health  facilities.  Out  of  20  blood  samples  collected  and  sent  to  DPHL  Khordha, 5 samples tested positive for  Hepatitis  A  (IgM  ELISA).   Chlorination  of  water  sources  was  done.  Overhead  tanks  were  cleaned.    Community  awareness  and  health  education given by the peripheral team  on safe drinking water and food habits  hygiene and sanitation.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN/COI/2026/01/24,Tamil Nadu,Coimbatore,Chickenpox,26.0,0.0,2025-12-31,2025-12-31,Under  Surveillance,"Cases of fever with rash were reported  from GCT college Ladies Hostel, Sub- District  Coimbatore  South,  District  Coimbatore.  District  RRT  investigated the outbreak. Active case  search  and  line  listing  was  done  among  GCT  college  Ladies  Hostel  students.  The  majority  of  cases  were  above  14  years  of  age.  All  students  were treated with T. Acyclovir as per  recommended  dosage  and  symptomatic treatment was also given  and  advised  home  isolation.  Community  awareness  and  health  education given by the peripheral team  on  hygiene  maintenance  and  proper  nutrition.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN/THI/2026/01/25,Tamil Nadu,Thiruvallur,Acute Diarrhoeal Disease,41.0,0.0,2025-12-26,2025-12-29,Under  Surveillance,"Cases  of  loose  motion  were  reported  from  Village  Karlambakkam,  Sub- District  Pallipattu,  District  Thiruvallur.    District  RRT  investigated  the  outbreak.  House  to  house  survey  was  done.  Cases  were  treated  at  PHC  Athimanjeeripet.  14  patients  were  treated  at  DH  Thiruvallur.  The  affected  age  group  was  5-83  years.  1  stool  sample  collected  showed  growth  of  no  pathogenic  organisms.  4  water  samples  collected  and  sent  to  DPHL  Guindy  were  bacteriologically  unsatisfactory  due  to  faecal  coliform  contamination. Chlorination Of Water  Sources  Was  Done.  Community  awareness and health education given  by  the  peripheral  team  on  safe  drinking  water,  hygiene  and  sanitation.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN/TIR/2026/01/26,Tamil Nadu,Tiruchirappal li,Suspected Food Poisoning,41.0,0.0,2025-12-31,2025-12-31,Under  Surveillance,"Cases  of  loose  motion,  vomiting  and  abdominal  pain  were  reported  from  YWCA Hostel, Collector Office Road  area,  Sub-District  Pallipattu,  District  Tiruchirappalli.  District  RRT  investigated the outbreak. Cases fell ill  after eating food at the hostel mess. All  cases were treated at Mahatma Gandhi  Memorial  Government  Hospital,  Tiruchirappalli.  The  affected  age  group was 6-83 years. 1 stool sample  collected  was  negative  for  cholera  (Microscopy  Hanging  Drop  Preparation).  Community  awareness  and  health  education  given  by  the",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WB/JHA/2026/01/27,West Bengal,Jhargram,Fever with Rash,9.0,0.0,2025-12-29,2025-12-31,Under  Surveillance,"Cases  of  fever  with  maculopapular  rash  were  reported  from  Village  Sonari  Mara,  Sub-District  Gopiballavpur  -  I,  District  Jhargram.  District  and  Block  RRT  investigated  the  outbreak.  Active  search  for  fever  cases was done. Cases were treated at  Gopiballavpur  RH.    Vitamin  A  solution  was  given  to  cases.  4  serum  samples collected, tested negative for  Measles  and  Rubella  (IgM  ELISA).  Cases  were  in  the  age  group  3-14  years.    Community  awareness  and  health  education  given  by  the  peripheral team on isolation of cases,  hygiene  maintenance  and  proper  nutrition.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
